id,source,title,content,category
2828,netflix_titles.csv,Dasara,"In 1990s, Set in small village Veerlapally, Dharani, Vennela, and Suri are childhood friends. Dharani loves Vennela, but she has Suri in her mind. Knowing Suri’s interest in Vennela, Dharani sacrifices his love and helps get them married. But Local politics between Rajanna, Shivanna and the latter's son Chinna Nambi threaten to disrupt their lives.
    
Genre: Action, Adventure, Drama
Type: movie
Release Year: 2023
Director: Srikanth Odela
Actors: Nani, Keerthy Suresh, Dheekshith Shetty, Shine Tom Chacko, Sai Kumar Nani Keerthy Suresh Dheekshith Shetty Shine Tom Chacko Sai Kumar
IMDB Rating: 6.6
Available in 127 countries",Action
2829,netflix_titles.csv,The Substitute,"Lucio, a prestigious university professor, takes the position of substitute teacher at a high school in the suburbs of Buenos Aires, where he grew up. Through tales, novels and poetry, he tries to distract his class from the harsh reality of their everyday lives. But soon, he must step out of his professional duties when Dilan, one of his students, is threatened by a local drug kingpin.
    
Genre: Crime, Drama, Thriller
Type: movie
Release Year: 2022
Director: Diego Lerman
Actors: Juan Minujín, Bárbara Lennie, Alfredo Castro, Rita Cortese, María Merlino Juan Minujín Bárbara Lennie Alfredo Castro Rita Cortese María Merlino
IMDB Rating: 6.3
Available in 128 countries",Crime
2830,netflix_titles.csv,Theo Von: Regular People Theo Von Regular People,"Theo Von shares stories of his most memorable childhood friends, offers tips on how to effectively avoid work, and recounts the time he tried to play matchmaker in his hometown.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Lloyd Stanton
Actors: Theo Von
IMDB Rating: 5.5
Available in 130 countries",Comedy
2831,netflix_titles.csv,Hep Yek 4: Bela Okuma Altan Hep Yek 4 Bela Okuma Altan,"Altan, who cannot stay away from trouble, and Gürkan, who gets involved in the matter due to a name similarity, this time get entangled with a bigger trouble, Ali Kaptan. Ali Kaptan, known as the shadow of the Devil on earth, has his own unique methods of torture. The duo, trying to escape from the events that befall them, find themselves in even worse situations due to their lust. The duo, indebted to Ali Kaptan at the cost of their lives, will be rescued by Gürkan’s uncle Ferruh, the tribal leader.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Özgür Bakar
Actors: İnan Ulaş Torun, Önder Açıkbaş, Şafak Sezer, Yıldırım Memişoğlu, Orhan Aydın İnan Ulaş Torun Önder Açıkbaş Şafak Sezer Yıldırım Memişoğlu Orhan Aydın
IMDB Rating: 2.7
Available in 29 countries",Comedy
2832,netflix_titles.csv,Hit: The First Case Hit The First Case,"Burdened by old demons, a troubled but brilliant detective sets out to solve two confounding abduction cases — one involving his own girlfriend.
    
Genre: Crime, Drama, Mystery
Type: movie
Release Year: 2022
Director: Sailesh Kolanu
Actors: Rajkummar Rao, Sanya Malhotra, Dalip Tahil, Milind Gunaji, Shilpa Shukla Rajkummar Rao Sanya Malhotra Dalip Tahil Milind Gunaji Shilpa Shukla
IMDB Rating: 6.8
Available in 128 countries",Crime
2833,netflix_titles.csv,Just Short of Perfect,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?
    
Genre: Comedy, Romance
Type: movie
Release Year: 2021
Director: Ale McHaddo
Actors: Leandro Hassum, Juliana Paes, Elizângela, Marcelo Mansfield , Marcelo Laham Leandro Hassum Juliana Paes Elizângela Marcelo Mansfield  Marcelo Laham
IMDB Rating: 5.5
Available in 130 countries",Comedy
2834,netflix_titles.csv,Anek,"Amid the turmoil in northeast India, an undercover agent tasked with peace negotiations crosses paths with a tenacious boxer fighting for her dreams.
    
Genre: Action, Drama, Sport
Type: movie
Release Year: 2022
Director: Anubhav Sinha
Actors: Ayushmann Khurrana, Andrea Kevichusa, Manoj Pahwa, Kumud Mishra, J. D. Chakravarthi Ayushmann Khurrana Andrea Kevichusa Manoj Pahwa Kumud Mishra J D Chakravarthi
IMDB Rating: 6.4
Available in 126 countries",Action
2835,netflix_titles.csv,OMG 2,"Life is bliss until one day Kanti Sharan Mudgal’s son Vivek is blamed for immoral conduct and expelled from school. Overwhelmed, Kanti plans to leave town until a divine intervention leads him to seek justice by taking those responsible to court.
    
Genre: Comedy, Drama
Type: movie
Release Year: 2023
Director: Amit Rai
Actors: Pankaj Tripathi, Akshay Kumar, Yami Gautam, Pavan Malhotra, Arun Govil Pankaj Tripathi Akshay Kumar Yami Gautam Pavan Malhotra Arun Govil
IMDB Rating: 7.5
Available in 128 countries",Comedy
2836,netflix_titles.csv,Camp Confidential: America's Secret Nazis Camp Confidential Americas Secret Nazis,"Camp Confidential: America's Secret Nazis, is a documentary short featuring animation that  focuses on the story of a top secret POW camp that was classified for over 5 decades. In the midst of WWII, a group of young Jewish refugees are assigned to guard a top secret POW camp near Washington D.C. The Jewish soldiers soon discover that their prisoners are no other than Hitler's top scientists - What starts out as an intelligence mission to gather information from the Nazis, soon gets a shocking twist when the Jewish soldiers are tasked with a very different mission altogether. A mission that would question their moral values - exposing a dark secret from America's past.
    
Genre: Animation, Documentary, History
Type: movie
Release Year: 2021
Director: Mor Loushy
Actors: Arno Mayer, Peter Wiess, Dwight D. Eisenhower, Adolf Hitler Arno Mayer Peter Wiess Dwight D Eisenhower Adolf Hitler
IMDB Rating: 6.6
Available in 130 countries",Animation
2837,netflix_titles.csv,Lords of Scam,"This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.
    
Genre: Crime, Documentary
Type: movie
Release Year: 2021
Director: Guillaume Nicloux
Actors: Marco Mouly , Arnaud Mimran Marco Mouly  Arnaud Mimran
IMDB Rating: 6.3
Available in 130 countries",Crime
2838,netflix_titles.csv,Love Me Instead,"Accompanied by a ward, a prisoner travels to his hometown to reconnect with his daughter and make amends, but a tragic truth mars his journey.
    
Genre: Drama
Type: movie
Release Year: 2021
Director: Mehmet Ada Öztekin
Actors: Sarp Akkaya, Aleyna Özgeçen, Ercan Kesal, Songül Öden, Füsun Demirel Sarp Akkaya Aleyna Özgeçen Ercan Kesal Songül Öden Füsun Demirel
IMDB Rating: 7.0
Available in 130 countries",Drama
2839,netflix_titles.csv,Mishan Impossible,"Three little kids from Vadamalapeta want to hunt down Dawood Ibrahim and claim prize money. An investigative reporter and her sidekicks want to bring down a child trafficking nexus. How does this motley crew cross paths?
    
Genre: Action, Comedy, Drama
Type: movie
Release Year: 2022
Director: Swaroop RSJ
Actors: Harsh Roshan, Bhanu Prakashan, Jayateertha Molugu, Taapsee Pannu, Ravindra Vijay Harsh Roshan Bhanu Prakashan Jayateertha Molugu Taapsee Pannu Ravindra Vijay
IMDB Rating: 6.4
Available in 114 countries",Action
2840,netflix_titles.csv,Merry Christmas,"A Christmas Eve encounter between two enigmatic strangers sparks a poignant connection - but a dark turn of events threatens to expose their murky past.
    
Genre: Drama, Mystery, Thriller
Type: movie
Release Year: 2024
Director: Sriram Raghavan
Actors: Katrina Kaif, Vijay Sethupathi, Radhika Apte, Sanjay Kapoor, Vinay Pathak Katrina Kaif Vijay Sethupathi Radhika Apte Sanjay Kapoor Vinay Pathak
IMDB Rating: 6.9
Available in 127 countries",Drama
2841,netflix_titles.csv,Sex: Unzipped Sex Unzipped,"Rap superstar Saweetie hosts a celebration of sexual health and positivity, with help from expert educators, candid stand-ups and uninhibited puppets.
    
Genre: Comedy, Documentary
Type: movie
Release Year: 2021
Director: Gabe Turner
Actors: Saweetie, Joel Kim Booster, Michelle Buteau, Alexander Cheves, Nikki Glaser Saweetie Joel Kim Booster Michelle Buteau Alexander Cheves Nikki Glaser
IMDB Rating: 3.3
Available in 125 countries",Comedy
2842,netflix_titles.csv,Love Like the Falling Petals,"Haruto Asakura falls in love with hairdresser Misaki Ariake and asks her out. Watching Misaki Ariake work hard to achieve what she wants, Haruto Asakura, who almost gave up his dream to become a photographer, begins to pursue his dream again, but Misaki Ariake is diagnosed with a disease that ages her 10x faster than normal.
    
Genre: Drama, Romance
Type: movie
Release Year: 2022
Director: Yoshihiro Fukagawa
Actors: Kento Nakajima, Honoka Matsumoto, Kento Nagayama, Yuki Sakurai, Shuntaro Yanagi Kento Nakajima Honoka Matsumoto Kento Nagayama Yuki Sakurai Shuntaro Yanagi
IMDB Rating: 6.6
Available in 130 countries",Drama
2843,netflix_titles.csv,7 Women and a Murder,"When the family patriarch is murdered, seven women find themselves trapped together in his mansion to solve the mystery.
    
Genre: Comedy, Crime, Mystery
Type: movie
Release Year: 2021
Director: Alessandro Genovesi
Actors: Margherita Buy, Diana Del Bufalo, Sabrina Impacciatore, Benedetta Porcaroli, Micaela Ramazzotti Margherita Buy Diana Del Bufalo Sabrina Impacciatore Benedetta Porcaroli Micaela Ramazzotti
IMDB Rating: 5.4
Available in 128 countries",Comedy
2844,netflix_titles.csv,Haroun,"In this playfully provocative set, French comedian Haroun examines modern society - and wonders if humans have stopped evolving.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Seralf Flares
Actors: Haroun
IMDB Rating: 6.5
Available in 129 countries",Comedy
2845,netflix_titles.csv,Puff: Wonders of the Reef Puff Wonders of the Reef,"A baby pufferfish travels through a wondrous microworld full of fantastical creatures as he searches for a home on the Great Barrier Reef.
    
Genre: Documentary, Family
Type: movie
Release Year: 2021
Director: Nick Robinson
Actors: Rose Byrne
IMDB Rating: 7.2
Available in 130 countries",Documentary
2846,netflix_titles.csv,One Night Stand,"A young man must attend two major events in one funeral and wedding day. In those two events, he met the woman who would change his life.
    
Genre: Drama, Romance
Type: movie
Release Year: 2021
Director: Adriyanto Dewo
Actors: Jourdy Pranata, Putri Marino, Tegar Satrya, Elang El Gibran, Ruth Marini Jourdy Pranata Putri Marino Tegar Satrya Elang El Gibran Ruth Marini
IMDB Rating: 6.1
Available in 77 countries",Drama
2847,netflix_titles.csv,Fistful of Vengeance,"A revenge mission becomes a fight to save the world from an ancient threat when superpowered assassin Kai tracks a killer to Bangkok.
    
Genre: Action, Crime, Drama
Type: movie
Release Year: 2022
Director: Roel Reiné
Actors: Iko Uwais, Lewis Tan, Lawrence Kao, Pearl Thusi, Francesca Corney Iko Uwais Lewis Tan Lawrence Kao Pearl Thusi Francesca Corney
IMDB Rating: 4.4
Available in 131 countries",Action
2848,netflix_titles.csv,Game Changer,"A city is populated by several clans of gangsters running various businesses in black markets. Each clan wants to be the absolute ruler, but under the reign of Big Boss who collects criminal tariffs from theme, the equilibrium among them is maintained not unlike the equity between the lawless and the lawful.  Tee, Kid, Tuek and Sim, a gang of computer-game addicteds, became menions of Big Boss. When Big Boss abruptly died, Tee is about to inform his team, but he hesitates and decides to hide this fact from the rest. So that he may play another game with his peers and satisfy Big Boss’ last wish.
    
Genre: Comedy, Crime, Drama
Type: movie
Release Year: 2021
Director: Tiwa Moeithaisong
Actors: Pitawat Pruekkit, Isara Kitnitchi, Kyutae Sim, Khunnapat Pichetworawut, Ploypailin Thangprapaporn Pitawat Pruekkit Isara Kitnitchi Kyutae Sim Khunnapat Pichetworawut Ploypailin Thangprapaporn
IMDB Rating: 4.3
Available in 126 countries",Comedy
2849,netflix_titles.csv,14 Peaks: Nothing Is Impossible 14 Peaks Nothing Is Impossible,"In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance.
    
Genre: Adventure, Documentary, Sport
Type: movie
Release Year: 2021
Director: Torquil Jones
Actors: Nirmal Purja, Jimmy Chin, Reinhold Messner, Klára Kolouchová, Conrad Anker Nirmal Purja Jimmy Chin Reinhold Messner Klára Kolouchová Conrad Anker
IMDB Rating: 7.7
Available in 130 countries",Adventure
2850,netflix_titles.csv,God's Crooked Lines Gods Crooked Lines,"Alice Gould, a private investigator, pretends to be mentally ill in order to enter a psychiatric hospital and gather evidence for the case she is working on: the death of a patient in unclear circumstances.
    
Genre: Drama, Mystery, Thriller
Type: movie
Release Year: 2022
Director: Oriol Paulo
Actors: Bárbara Lennie, Eduard Fernández, Loreto Mauleón, Javier Beltrán, Pablo Derqui Bárbara Lennie Eduard Fernández Loreto Mauleón Javier Beltrán Pablo Derqui
IMDB Rating: 7.1
Available in 128 countries",Drama
2851,netflix_titles.csv,The Crime,"Set in the 70's, A middle-aged man, Adel is raised by his strict grandfather who he was deeply inspired by.  he met his first love, Nadia who later became his wife and the mother of his son. After this, a chain of events lead to Adel committing many crimes, which are investigated by Amgad Al Husseiny and later, a series of surprises are revealed.
    
Genre: Action, Crime, Thriller
Type: movie
Release Year: 2022
Director: Sherif Arafa
Actors: Ahmed Ezz, Menna Shalabi, Maged El Kedwany, Sayed Ragab, Mohamed Gomaa Ahmed Ezz Menna Shalabi Maged El Kedwany Sayed Ragab Mohamed Gomaa
IMDB Rating: 6.1
Available in 121 countries",Action
2852,netflix_titles.csv,Johnny Test's Ultimate Meatloaf Quest Johnny Tests Ultimate Meatloaf Quest,"Join Johnny and Dukey on an epic interactive quest to find the perfect meatloaf - and save themselves from eating Dad's gross ""garbage loaf"" for dinner.
    
Genre: Animation, Family
Type: movie
Release Year: 2021
Director: Tim Stuby
Actors: James Arnold Taylor, Trevor Devall, Maryke Hendrikse, Emily Tennant, Lee Tockar James Arnold Taylor Trevor Devall Maryke Hendrikse Emily Tennant Lee Tockar
IMDB Rating: 6.6
Available in 130 countries",Animation
2853,netflix_titles.csv,Angèle,"Belgian pop star Angèle reflects on her life and hopes as she finds balance amid the tears, joys and loneliness of fame. Told through her own words.
    
Genre: Biography, Documentary, Music
Type: movie
Release Year: 2021
Director: Brice VDH
Actors: Angèle
IMDB Rating: 7.0
Available in 130 countries",Biography
2854,netflix_titles.csv,Will You Marry? Will You Marry,"Honey and Sweet, a Filipino mother and daughter arrive in Copenhagen, uncertain of what the trip might lead to, but Sweet certainly does not trust her mother's Danish fiance, Fergus.
    
Genre: Drama
Type: movie
Release Year: 2021
Director: Veronica Velasco
Actors: K Brosas, Elisse Joson, Alwyn Uytingco, Hannah Ledesma, Pio Balbuena K Brosas Elisse Joson Alwyn Uytingco Hannah Ledesma Pio Balbuena
IMDB Rating: 5.2
Available in 99 countries",Drama
2855,netflix_titles.csv,Only You,"Two brothers accompany a group of vloggers on their search for a mythical island. But when they find it, they uncover one sinister secret after another.
    
Genre: Comedy, Horror
Type: movie
Release Year: 2021
Director: Barry Gonzalez
Actors: Paolo Contis, Archie Alemania, Beauty Gonzalez, Isabelle Daza, Elisse Joson Paolo Contis Archie Alemania Beauty Gonzalez Isabelle Daza Elisse Joson
IMDB Rating: 3.6
Available in 112 countries",Comedy
2856,netflix_titles.csv,Jonas Brothers Family Roast,"Kevin, Joe and Nick face down quick wits and deep cuts in this comedy special featuring Pete Davidson, John Legend and more. Hosted by Kenan Thompson.
    
Genre: Comedy, Musical
Type: movie
Release Year: 2021
Director: Alex Van Wagner
Actors: Nick Jonas, Joe Jonas, Kevin Jonas, Danielle Jonas, Priyanka Chopra Jonas Nick Jonas Joe Jonas Kevin Jonas Danielle Jonas Priyanka Chopra Jonas
IMDB Rating: 5.2
Available in 130 countries",Comedy
2857,netflix_titles.csv,18 Pages,"When a heartbroken Siddhu stumbles upon a two-year-old diary, he finds himself drawn into the enigmatic world of a young woman named Nandini and falls for her.
    
Genre: Romance
Type: movie
Release Year: 2022
Director: Palnati Surya Pratap
Actors: Nikhil Siddhartha, Anupama Parameswaran, Dinesh Tej, Sarayu Roy, Ajay Nikhil Siddhartha Anupama Parameswaran Dinesh Tej Sarayu Roy Ajay
IMDB Rating: 7.1
Available in 85 countries",Romance
2858,netflix_titles.csv,The Whole Truth,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.
    
Genre: Drama, Horror, Mystery
Type: movie
Release Year: 2021
Director: Wisit Sasanatieng
Actors: Sompob Benjathikul, Tarika Thidathit, Sutatta Udomsilp, Nattapat Nimjirawat, Nicole Theriault Sompob Benjathikul Tarika Thidathit Sutatta Udomsilp Nattapat Nimjirawat Nicole Theriault
IMDB Rating: 5.2
Available in 130 countries",Drama
2859,netflix_titles.csv,Don,"A youngster who is still figuring out what his passion is gets into an engineering college where he clashes with a disciplinarian faculty.
    
Genre: Comedy, Romance
Type: movie
Release Year: 2022
Director: Cibi Chakaravarthi
Actors: Sivakarthikeyan, Priyanka Arul Mohan, S. J. Suryah, Samuthirakani, Soori Sivakarthikeyan Priyanka Arul Mohan S J Suryah Samuthirakani Soori
IMDB Rating: 6.8
Available in 124 countries",Comedy
2860,netflix_titles.csv,Nyad,"Athlete Diana Nyad sets out at 60 to achieve a nearly impossible lifelong dream: to swim from Cuba to Florida across more than 100 miles of open ocean.
    
Genre: Biography, Drama, Sport
Type: movie
Release Year: 2023
Director: Elizabeth Chai Vasarhelyi
Actors: Annette Bening, Jodie Foster, Rhys Ifans, Ethan Jones Romero, Luke Cosgrove Annette Bening Jodie Foster Rhys Ifans Ethan Jones Romero Luke Cosgrove
IMDB Rating: 7.1
Available in 130 countries",Biography
2861,netflix_titles.csv,Studio 666,"Legendary rock band Foo Fighters move into an Encino mansion steeped in grisly rock and roll history to record their much anticipated 10th album. Once in the house, Dave Grohl finds himself grappling with supernatural forces that threaten both the completion of the album and the lives of the band.
    
Genre: Comedy, Horror, Music
Type: movie
Release Year: 2022
Director: BJ McDonnell
Actors: Dave Grohl, Taylor Hawkins, Nate Mendel, Pat Smear, Chris Shiflett Dave Grohl Taylor Hawkins Nate Mendel Pat Smear Chris Shiflett
IMDB Rating: 5.6
Available in 9 countries",Comedy
2862,netflix_titles.csv,Padmini,"Rameshan, a lecturer and part-time poet, becomes the laughing stock of the village after his wife runs away on the wedding night. When he tries to overcome these taunts and win a second chance at love, he faces an uphill legal battle and toxicity of the society.
    
Genre: Comedy, Drama, Family
Type: movie
Release Year: 2023
Director: Senna Hegde
Actors: Kunchacko Boban, Aparna Balamurali, Madonna Sebastian, Vincy Aloshious, Ganapathi S Poduval Kunchacko Boban Aparna Balamurali Madonna Sebastian Vincy Aloshious Ganapathi S Poduval
IMDB Rating: 6.4
Available in 126 countries",Comedy
2863,netflix_titles.csv,Cobalt Blue,"When an aspiring author and his free-spirited sister both fall for the enigmatic paying guest at their home, ensuing events rock their traditional family.
    
Genre: Drama, Romance
Type: movie
Release Year: 2022
Director: Sachin Kundalkar
Actors: Prateik Babbar, Neelay Mehendale, Anjali Sivaraman, Anant Joshi, Geetanjali Kulkarni Prateik Babbar Neelay Mehendale Anjali Sivaraman Anant Joshi Geetanjali Kulkarni
IMDB Rating: 6.5
Available in 130 countries",Drama
2864,netflix_titles.csv,Michael Che: Shame the Devil Michael Che Shame the Devil,"Michael Che returns to the stage in Oakland and tackles American patriotism, Black leadership, jealous exes, loose bears, mental health and more.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Kristian Mercado Figueroa
Actors: Michael Che
IMDB Rating: 6.5
Available in 127 countries",Comedy
2865,netflix_titles.csv,Ghodwa,"Habib and his 15 year old son Ahmed from his previous marriage, are brought together by Habib’s worsening state of health. Habib’s political past during the dictatorship in Tunisia is dangerously affecting his present. The roles are reversed, Ahmed has to protect his father and try to keep him safe. Habib and Ahmed find themselves in a chaotic position that neither is prepared for.
    
Genre: Drama
Type: movie
Release Year: 2021
Director: Dhafer L'Abidine Dhafer LAbidine
Actors: Dhafer L'Abidine, Ahmed Berrhouma, Najla Ben Abdallah, Bahri Rahali, Ghanem Zrelli Dhafer LAbidine Ahmed Berrhouma Najla Ben Abdallah Bahri Rahali Ghanem Zrelli
IMDB Rating: 6.3
Available in 112 countries",Drama
2866,netflix_titles.csv,Rustin,"Activist Bayard Rustin faces racism and homophobia as he helps change the course of Civil Rights history by orchestrating the 1963 March on Washington.
    
Genre: Biography, Drama, History
Type: movie
Release Year: 2023
Director: George C. Wolfe George C Wolfe
Actors: Colman Domingo, Aml Ameen, Glynn Turman, Chris Rock, Gus Halper Colman Domingo Aml Ameen Glynn Turman Chris Rock Gus Halper
IMDB Rating: 6.5
Available in 130 countries",Biography
2867,netflix_titles.csv,Violent Night,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.
    
Genre: Action, Comedy, Thriller
Type: movie
Release Year: 2022
Director: Tommy Wirkola
Actors: David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell, Alexis Louder David Harbour John Leguizamo Beverly DAngelo Alex Hassell Alexis Louder
IMDB Rating: 6.7
Available in 52 countries",Action
2868,netflix_titles.csv,Anonymously Yours,"After an accidental text message turns into a digital friendship, Vale and Alex start crushing on each other without realizing they've met in real life.
    
Genre: Drama, Romance
Type: movie
Release Year: 2021
Director: María Torres
Actors: Annie Cabello, Ralf, Estefi Merelles, Harold Azuara, Alicia Vélez Annie Cabello Ralf Estefi Merelles Harold Azuara Alicia Vélez
IMDB Rating: 5.8
Available in 130 countries",Drama
2869,netflix_titles.csv,Deep Fear,"A solo trip aboard a yacht takes a terrifying turn when a woman encounters three drug traffickers clinging to the shattered remains of a boat. They soon force her to dive into shark-infested waters to retrieve kilos of cocaine from the sunken wreck.
    
Genre: Action, Horror, Thriller
Type: movie
Release Year: 2023
Director: Marcus Adams
Actors: Mădălina Ghenea, Ed Westwick, Macarena Gómez, Stany Coppet, Ibrahima Gueye Mădălina Ghenea Ed Westwick Macarena Gómez Stany Coppet Ibrahima Gueye
IMDB Rating: 3.9
Available in 93 countries",Action
2870,netflix_titles.csv,Carlos Ballarta: False Prophet Carlos Ballarta False Prophet,"Mexican comic Carlos Ballarta is back, and this time, he's using his sharp black humor to challenge cultural and religious views from Latin America.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Felix De Valdivia
Actors: Carlos Ballarta
IMDB Rating: 6.7
Available in 124 countries",Comedy
2871,netflix_titles.csv,Mo Amer: Mohammed in Texas Mo Amer Mohammed in Texas,"In his hometown of Houston, Mo Amer takes on pandemic panic, disappointing Bradley Cooper, hummus appropriation and the subtle art of cursing in Arabic.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Jay Chapman
Actors: Mo Amer
IMDB Rating: 6.7
Available in 130 countries",Comedy
2872,netflix_titles.csv,Mr. & Mrs. Mahi Mr  Mrs Mahi,"Poles apart, Mahima and Mahendra find a unifying force in the form of cricket. While one Mahi (Mahendra) is grappling to come to terms with his dream of playing for India getting shattered, he wants to live it through the other Mahi (Mahima.) Mahima is a doctor but Mahendra hasn't seen anyone play like her. Will the clash of dreams unite Mr. and Mrs. Mahi or create boundaries for life?
    
Genre: Drama, Sport
Type: movie
Release Year: 2024
Director: Sharan Sharma
Actors: Rajkummar Rao, Janhvi Kapoor, Kumud Mishra, Arjit Taneja, Yamini Das Rajkummar Rao Janhvi Kapoor Kumud Mishra Arjit Taneja Yamini Das
IMDB Rating: 5.9
Available in 126 countries",Drama
2873,netflix_titles.csv,Waffles + Mochi: Holiday Feast Waffles  Mochi Holiday Feast,"On the first-ever Freezie Day, Waffles and Mochi learn that holiday traditions aren't just about food. They're about making memories with those you love!
    
Genre: Family
Type: movie
Release Year: 2021
Director: Jeremy Konner
Actors: Michelle Obama, Diona Elise Burnett, Taleia Gilliam, Andy Hayward, Jonathan Kidder Michelle Obama Diona Elise Burnett Taleia Gilliam Andy Hayward Jonathan Kidder
IMDB Rating: 6.1
Available in 130 countries",Family
2874,netflix_titles.csv,Nyara: The Kidnapping Nyara The Kidnapping,"Rehema, the daughter of a rich businessman Adam Mbena is kidnapped by an infamous gang of criminals. Adam is extorted and has only 24 hours to pay a ransom or lose his only beloved daughter. Adam seeks help from Faith Komba, a detective officer and her squad of three young agents Paul, Baraka and Santos to rescue Rehema as soon as possible. Nyara is the debut feature film from Wanene Entertainment, and is set to release in cinemas all over Tanzania on the 30th of December.
    
Genre: Action, Crime, Mystery
Type: movie
Release Year: 2020
Director: Ram Ally K
Actors: Bertha Abdallah, Rose Ndauka, Cojack Chilo, Baraka Singano, Herry Singano Bertha Abdallah Rose Ndauka Cojack Chilo Baraka Singano Herry Singano
IMDB Rating: 6.8
Available in 111 countries",Action
2875,netflix_titles.csv,Jim Gaffigan: Comedy Monster Jim Gaffigan Comedy Monster,"Comedy icon Jim Gaffigan offers some thoughts on the hot mess that was 2021, as well as his takes on marching bands, billionaires in space and more.
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Jim Gaffigan
Actors: Jim Gaffigan
IMDB Rating: 6.9
Available in 129 countries",Comedy
2876,netflix_titles.csv,Jimmy Carr: His Dark Material Jimmy Carr His Dark Material,"Jimmy Carr finds humor in the darkest of places in this stand-up special that features his dry, sardonic wit — and some jokes he calls ""career enders.""
    
Genre: Comedy
Type: movie
Release Year: 2021
Director: Brian Klein
Actors: Jimmy Carr
IMDB Rating: 7.1
Available in 130 countries",Comedy
2877,netflix_titles.csv,Thunivu,"A gang goes to rob a bank only to find that there's already a criminal mastermind holding it for ransom, but his identities and motives behind the heist remains mysterious. As they plan to collect the bounty and disappear without a trace, their crimes and their past slowly catches up with them.
    
Genre: Action, Crime, Drama
Type: movie
Release Year: 2023
Director: H. Vinoth H Vinoth
Actors: Ajith Kumar, Manju Warrier, Samuthirakani, John Kokken, Veera Bahu Ajith Kumar Manju Warrier Samuthirakani John Kokken Veera Bahu
IMDB Rating: 6.1
Available in 127 countries",Action
2878,netflix_titles.csv,Missing Home,"A married couple stages their divorce in order to encourage their estranged adult children to return to their hometown.
    
Genre: Comedy, Drama
Type: movie
Release Year: 2022
Director: Bene Dion Rajagukguk
Actors: Arswendy Bening Swara, Tika Panggabean, Boris Bokir, Gita Bhebhita, Lolox Arswendy Bening Swara Tika Panggabean Boris Bokir Gita Bhebhita Lolox
IMDB Rating: 8.0
Available in 112 countries",Comedy
2879,netflix_titles.csv,Kannai Nambathey,"Arun finds himself caught up in a crime that he has no connection to whatsoever. Following his roommate's advice, he attempts to cover up the situation with cleverness. Will he be able to extricate himself from this predicament, or will he unwittingly reveal a much larger conspiracy than he ever anticipated?
    
Genre: Crime, Drama, Thriller
Type: movie
Release Year: 2023
Director: Mu. Maran Mu Maran
Actors: Udhayanidhi Stalin, Aathmika, Bhumika Chawla, Sathish, Subiksha Udhayanidhi Stalin Aathmika Bhumika Chawla Sathish Subiksha
IMDB Rating: 5.8
Available in 111 countries",Crime
2880,netflix_titles.csv,Society of the Snow,"On October 13, 1972, Uruguayan Air Force Flight 571, chartered to take a rugby team to Chile, crashes into a glacier in the heart of the Andes.
    
Genre: Adventure, Biography, Drama
Type: movie
Release Year: 2023
Director: J. A. Bayona J A Bayona
Actors: Enzo Vogrincic, Agustín Pardella, Matías Recalt, Esteban Bigliardi, Diego Vegezzi Enzo Vogrincic Agustín Pardella Matías Recalt Esteban Bigliardi Diego Vegezzi
IMDB Rating: 7.8
Available in 131 countries",Adventure
2881,netflix_titles.csv,Maamannan,"An MLA and his son, who are from oppressed community, are forced to stand up against the privileged, arrogant scion of a late politician, who is determined to make them bow down to him.
    
Genre: Action, Drama, Thriller
Type: movie
Release Year: 2023
Director: Mari Selvaraj
Actors: Vadivelu, Fahadh Faasil, Udhayanidhi Stalin, Keerthy Suresh, Sunil Reddy Vadivelu Fahadh Faasil Udhayanidhi Stalin Keerthy Suresh Sunil Reddy
IMDB Rating: 6.7
Available in 127 countries",Action
